cause_id.level3,cause_name,icd10,icd10_name
302,Diarrheal diseases,A05.5,Foodborne Vibrio vulnificus intoxication
302,Diarrheal diseases,A07.3,Isosporiasis
302,Diarrheal diseases,A02.2,Localized salmonella infections
302,Diarrheal diseases,A03.8,Other shigellosis
302,Diarrheal diseases,A05.8,Other specified bacterial foodborne intoxications
302,Diarrheal diseases,A04.8,Other specified bacterial intestinal infections
302,Diarrheal diseases,A08.8,Other specified intestinal infections
302,Diarrheal diseases,A02.8,Other specified salmonella infections
302,Diarrheal diseases,A08.3,Other viral enteritis
302,Diarrheal diseases,A08.0,Rotaviral enteritis
302,Diarrheal diseases,A02.0,Salmonella enteritis
302,Diarrheal diseases,A02.9,"Salmonella infection, unspecified"
302,Diarrheal diseases,A02.1,Salmonella sepsis
302,Diarrheal diseases,A03.2,Shigellosis due to Shigella boydii
302,Diarrheal diseases,A03.0,Shigellosis due to Shigella dysenteriae
302,Diarrheal diseases,A03.1,Shigellosis due to Shigella flexneri
302,Diarrheal diseases,A03.3,Shigellosis due to Shigella sonnei
302,Diarrheal diseases,A03.9,"Shigellosis, unspecified"
302,Diarrheal diseases,A08.4,"Viral intestinal infection, unspecified"
318,Intestinal infectious diseases,A04.2,Enteroinvasive Escherichia coli infection
318,Intestinal infectious diseases,A04.4,Other intestinal Escherichia coli infections
318,Intestinal infectious diseases,A01.1,Paratyphoid fever A
318,Intestinal infectious diseases,A01.2,Paratyphoid fever B
318,Intestinal infectious diseases,A01.3,Paratyphoid fever C
318,Intestinal infectious diseases,A01.4,"Paratyphoid fever, unspecified"
318,Intestinal infectious diseases,A01.0,Typhoid fever
318,Intestinal infectious diseases,A07.0,Balantidiasis
318,Intestinal infectious diseases,A07.1,Giardiasis [lambliasis]
318,Intestinal infectious diseases,A07.8,Other specified protozoal intestinal diseases
318,Intestinal infectious diseases,A07.9,"Protozoal intestinal disease, unspecified"
322,Lower respiratory infections,J21.1,Acute bronchiolitis due to human metapneumovirus
322,Lower respiratory infections,J21.8,Acute bronchiolitis due to other specified organisms
322,Lower respiratory infections,J21.0,Acute bronchiolitis due to respiratory syncytial virus
322,Lower respiratory infections,J21.9,"Acute bronchiolitis, unspecified"
322,Lower respiratory infections,J20.3,Acute bronchitis due to coxsackievirus
322,Lower respiratory infections,J20.7,Acute bronchitis due to echovirus
322,Lower respiratory infections,J20.1,Acute bronchitis due to Hemophilus influenzae
322,Lower respiratory infections,J20.0,Acute bronchitis due to Mycoplasma pneumoniae
322,Lower respiratory infections,J20.8,Acute bronchitis due to other specified organisms
322,Lower respiratory infections,J20.4,Acute bronchitis due to parainfluenza virus
322,Lower respiratory infections,J20.5,Acute bronchitis due to respiratory syncytial virus
322,Lower respiratory infections,J20.6,Acute bronchitis due to rhinovirus
322,Lower respiratory infections,J20.2,Acute bronchitis due to streptococcus
322,Lower respiratory infections,J20.9,"Acute bronchitis, unspecified"
322,Lower respiratory infections,J12.0,Adenoviral pneumonia
322,Lower respiratory infections,J16.0,Chlamydial pneumonia
322,Lower respiratory infections,P23.1,Congenital pneumonia due to Chlamydia
322,Lower respiratory infections,P23.4,Congenital pneumonia due to Escherichia coli
322,Lower respiratory infections,P23.2,Congenital pneumonia due to staphylococcus
322,Lower respiratory infections,P23.3,"Congenital pneumonia due to streptococcus, group B"
322,Lower respiratory infections,P23.0,Congenital pneumonia due to viral agent
322,Lower respiratory infections,J10.1,Flu due to oth ident influenza virus w oth resp manifest
322,Lower respiratory infections,J11.1,Flu due to unidentified influenza virus w oth resp manifest
322,Lower respiratory infections,J12.3,Human metapneumovirus pneumonia
322,Lower respiratory infections,J10.0,Influenza due to oth identified influenza virus w pneumonia
322,Lower respiratory infections,J10.2,Influenza due to oth ident influenza virus w GI manifest
322,Lower respiratory infections,J10.8,Influenza due to oth ident influenza virus w oth manifest
322,Lower respiratory infections,J11.2,Influenza due to unidentified influenza virus w GI manifest
322,Lower respiratory infections,J11.0,Influenza due to unidentified influenza virus with pneumonia
322,Lower respiratory infections,J11.8,Influenza due to unidentified influenza virus w oth manifest
322,Lower respiratory infections,A48.1,Legionnaires' disease
322,Lower respiratory infections,J12.8,Other viral pneumonia
322,Lower respiratory infections,J12.2,Parainfluenza virus pneumonia
322,Lower respiratory infections,B97.6,Parvovirus as the cause of diseases classified elsewhere
322,Lower respiratory infections,J15.5,Pneumonia due to Escherichia coli
322,Lower respiratory infections,J15.0,Pneumonia due to Klebsiella pneumoniae
322,Lower respiratory infections,J15.7,Pneumonia due to Mycoplasma pneumoniae
322,Lower respiratory infections,J15.6,Pneumonia due to other aerobic Gram-negative bacteria
322,Lower respiratory infections,J15.8,Pneumonia due to other specified bacteria
322,Lower respiratory infections,J16.8,Pneumonia due to other specified infectious organisms
322,Lower respiratory infections,J15.4,Pneumonia due to other streptococci
322,Lower respiratory infections,J15.1,Pneumonia due to Pseudomonas
322,Lower respiratory infections,J15.2,Pneumonia due to staphylococcus
322,Lower respiratory infections,J15.3,"Pneumonia due to streptococcus, group B"
322,Lower respiratory infections,B97.5,Reovirus as the cause of diseases classified elsewhere
322,Lower respiratory infections,B97.4,Respiratory syncytial virus causing diseases classd elswhr
322,Lower respiratory infections,J12.1,Respiratory syncytial virus pneumonia
322,Lower respiratory infections,J12.9,"Viral pneumonia, unspecified"
328,Upper respiratory infections,J01.2,Acute ethmoidal sinusitis
328,Upper respiratory infections,J01.1,Acute frontal sinusitis
328,Upper respiratory infections,J04.0,Acute laryngitis
328,Upper respiratory infections,J01.0,Acute maxillary sinusitis
328,Upper respiratory infections,J05.0,Acute obstructive laryngitis [croup]
328,Upper respiratory infections,J01.4,Acute pansinusitis
328,Upper respiratory infections,J01.9,"Acute sinusitis, unspecified"
328,Upper respiratory infections,J01.3,Acute sphenoidal sinusitis
328,Upper respiratory infections,J01.8,Other acute sinusitis
332,Meningitis,A39.2,Acute meningococcemia
332,Meningitis,A87.1,Adenoviral meningitis
332,Meningitis,G03.2,Benign recurrent meningitis [Mollaret]
332,Meningitis,G03.1,Chronic meningitis
332,Meningitis,A39.3,Chronic meningococcemia
332,Meningitis,A87.0,Enteroviral meningitis
332,Meningitis,G00.0,Hemophilus meningitis
332,Meningitis,A87.2,Lymphocytic choriomeningitis
332,Meningitis,G03.8,Meningitis due to other specified causes
332,Meningitis,A39.5,Meningococcal heart disease
332,Meningitis,A39.9,"Meningococcal infection, unspecified"
332,Meningitis,A39.0,Meningococcal meningitis
332,Meningitis,A39.4,"Meningococcemia, unspecified"
332,Meningitis,G03.0,Nonpyogenic meningitis
332,Meningitis,G00.8,Other bacterial meningitis
332,Meningitis,A39.8,Other meningococcal infections
332,Meningitis,A87.8,Other viral meningitis
332,Meningitis,G00.1,Pneumococcal meningitis
332,Meningitis,G00.3,Staphylococcal meningitis
332,Meningitis,G00.2,Streptococcal meningitis
332,Meningitis,A87.9,"Viral meningitis, unspecified"
332,Meningitis,A39.1,Waterhouse-Friderichsen syndrome
337,Encephalitis,G04.0,Acute disseminated encephalitis and encephalomyelitis (ADEM)
337,Encephalitis,G04.3,Acute necrotizing hemorrhagic encephalopathy
337,Encephalitis,A85.1,Adenoviral encephalitis
337,Encephalitis,A85.2,"Arthropod-borne viral encephalitis, unspecified"
337,Encephalitis,A83.4,Australian encephalitis
337,Encephalitis,G04.2,"Bacterial meningoencephalitis and meningomyelitis, NEC"
337,Encephalitis,A83.5,California encephalitis
337,Encephalitis,A84.1,Central European tick-borne encephalitis
337,Encephalitis,A83.2,Eastern equine encephalitis
337,Encephalitis,G05.3,Encephalitis and encephalomyelitis in diseases classd elswhr
337,Encephalitis,G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified"
337,Encephalitis,A85.0,Enteroviral encephalitis
337,Encephalitis,A84.0,Far Eastern tick-borne encephalitis
337,Encephalitis,A83.0,Japanese encephalitis
337,Encephalitis,A83.9,"Mosquito-borne viral encephalitis, unspecified"
337,Encephalitis,G05.4,Myelitis in diseases classified elsewhere
337,Encephalitis,G04.8,"Other encephalitis, myelitis and encephalomyelitis"
337,Encephalitis,A83.8,Other mosquito-borne viral encephalitis
337,Encephalitis,A85.8,Other specified viral encephalitis
337,Encephalitis,A84.8,Other tick-borne viral encephalitis
337,Encephalitis,A83.6,Rocio virus disease
337,Encephalitis,B94.1,Sequelae of viral encephalitis
337,Encephalitis,A83.3,St Louis encephalitis
337,Encephalitis,A84.9,"Tick-borne viral encephalitis, unspecified"
337,Encephalitis,G04.1,Tropical spastic paraplegia
337,Encephalitis,A83.1,Western equine encephalitis
338,Diphtheria,A36.3,Cutaneous diphtheria
338,Diphtheria,A36.9,"Diphtheria, unspecified"
338,Diphtheria,A36.2,Laryngeal diphtheria
338,Diphtheria,A36.1,Nasopharyngeal diphtheria
338,Diphtheria,A36.8,Other diphtheria
338,Diphtheria,A36.0,Pharyngeal diphtheria
339,Whooping cough,A37.1,Whooping cough due to Bordetella parapertussis
339,Whooping cough,A37.0,Whooping cough due to Bordetella pertussis
339,Whooping cough,A37.8,Whooping cough due to other Bordetella species
339,Whooping cough,A37.9,"Whooping cough, unspecified species"
341,Measles,B05.0,Measles complicated by encephalitis
341,Measles,B05.1,Measles complicated by meningitis
341,Measles,B05.3,Measles complicated by otitis media
341,Measles,B05.2,Measles complicated by pneumonia
341,Measles,B05.4,Measles with intestinal complications
341,Measles,B05.8,Measles with other complications
341,Measles,B05.9,Measles without complication
342,Varicella and herpes zoster,B02.7,Disseminated zoster
342,Varicella and herpes zoster,P35.8,Other congenital viral diseases
342,Varicella and herpes zoster,B01.1,"Varicella encephalitis, myelitis and encephalomyelitis"
342,Varicella and herpes zoster,B01.0,Varicella meningitis
342,Varicella and herpes zoster,B01.2,Varicella pneumonia
342,Varicella and herpes zoster,B01.8,Varicella with other complications
342,Varicella and herpes zoster,B01.9,Varicella without complication
342,Varicella and herpes zoster,B02.0,Zoster encephalitis
342,Varicella and herpes zoster,B02.1,Zoster meningitis
342,Varicella and herpes zoster,B02.3,Zoster ocular disease
342,Varicella and herpes zoster,B02.8,Zoster with other complications
342,Varicella and herpes zoster,B02.2,Zoster with other nervous system involvement
342,Varicella and herpes zoster,B02.9,Zoster without complications
345,Malaria,B53.1,Malaria due to simian plasmodia
345,Malaria,B53.8,"Other malaria, not elsewhere classified"
345,Malaria,B50.8,Other severe and complicated Plasmodium falciparum malaria
345,Malaria,B50.9,"Plasmodium falciparum malaria, unspecified"
345,Malaria,B50.0,Plasmodium falciparum malaria with cerebral complications
345,Malaria,B52.0,Plasmodium malariae malaria with nephropathy
345,Malaria,B52.8,Plasmodium malariae malaria with other complications
345,Malaria,B52.9,Plasmodium malariae malaria without complication
345,Malaria,B53.0,Plasmodium ovale malaria
345,Malaria,B51.8,Plasmodium vivax malaria with other complications
345,Malaria,B51.9,Plasmodium vivax malaria without complication
345,Malaria,B51.0,Plasmodium vivax malaria with rupture of spleen
346,Chagas disease,B57.0,Acute Chagas' disease with heart involvement
346,Chagas disease,B57.1,Acute Chagas' disease without heart involvement
346,Chagas disease,B57.3,Chagas' disease (chronic) with digestive system involvement
346,Chagas disease,B57.2,Chagas' disease (chronic) with heart involvement
346,Chagas disease,B57.4,Chagas' disease (chronic) with nervous system involvement
346,Chagas disease,B57.5,Chagas' disease (chronic) with other organ involvement
347,Leishmaniasis,B55.0,Visceral leishmaniasis
350,African trypanosomiasis,B56.9,"African trypanosomiasis, unspecified"
350,African trypanosomiasis,B56.0,Gambiense trypanosomiasis
350,African trypanosomiasis,B56.1,Rhodesiense trypanosomiasis
351,Schistosomiasis,B65.3,Cercarial dermatitis
351,Schistosomiasis,B65.8,Other schistosomiasis
351,Schistosomiasis,B65.0,Schistosomiasis due to Schistosoma haematobium
351,Schistosomiasis,B65.2,Schistosomiasis due to Schistosoma japonicum
351,Schistosomiasis,B65.1,Schistosomiasis due to Schistosoma mansoni
351,Schistosomiasis,B65.9,"Schistosomiasis, unspecified"
352,Cysticercosis,B69.0,Cysticercosis of central nervous system
352,Cysticercosis,B69.1,Cysticercosis of eye
352,Cysticercosis,B69.8,Cysticercosis of other sites
352,Cysticercosis,B69.9,"Cysticercosis, unspecified"
353,Cystic echinococcosis,B67.9,"Echinococcosis, other and unspecified"
353,Cystic echinococcosis,B67.8,"Echinococcosis, unspecified, of liver"
353,Cystic echinococcosis,B67.2,Echinococcus granulosus infection of bone
353,Cystic echinococcosis,B67.0,Echinococcus granulosus infection of liver
353,Cystic echinococcosis,B67.1,Echinococcus granulosus infection of lung
353,Cystic echinococcosis,B67.3,"Echinococcus granulosus infection, other and multiple sites"
353,Cystic echinococcosis,B67.4,"Echinococcus granulosus infection, unspecified"
354,Lymphatic filariasis,B74.1,Filariasis due to Brugia malayi
354,Lymphatic filariasis,B74.2,Filariasis due to Brugia timori
354,Lymphatic filariasis,B74.0,Filariasis due to Wuchereria bancrofti
354,Lymphatic filariasis,B74.8,Other filariases
354,Lymphatic filariasis,B74.9,"Filariasis, unspecified"
355,Onchocerciasis,B73.0,Onchocerciasis with eye disease
355,Onchocerciasis,B73.1,Onchocerciasis without eye disease
356,Trachoma,A71.1,Active stage of trachoma
356,Trachoma,A71.0,Initial stage of trachoma
356,Trachoma,A71.9,"Trachoma, unspecified"
358,Yellow fever,A95.0,Sylvatic yellow fever
358,Yellow fever,A95.1,Urban yellow fever
358,Yellow fever,A95.9,"Yellow fever, unspecified"
359,Rabies,A82.9,"Rabies, unspecified"
359,Rabies,A82.0,Sylvatic rabies
359,Rabies,A82.1,Urban rabies
360,Intestinal nematode infections,B77.9,"Ascariasis, unspecified"
360,Intestinal nematode infections,B77.0,Ascariasis with intestinal complications
360,Intestinal nematode infections,B77.8,Ascariasis with other complications
364,Food-borne trematodiases,B66.1,Clonorchiasis
364,Food-borne trematodiases,B66.2,Dicroceliasis
364,Food-borne trematodiases,B66.3,Fascioliasis
364,Food-borne trematodiases,B66.5,Fasciolopsiasis
364,Food-borne trematodiases,B66.9,"Fluke infection, unspecified"
364,Food-borne trematodiases,B66.0,Opisthorchiasis
364,Food-borne trematodiases,B66.8,Other specified fluke infections
364,Food-borne trematodiases,B66.4,Paragonimiasis
365,Other neglected tropical diseases,B60.1,Acanthamebiasis
365,Other neglected tropical diseases,B83.2,Angiostrongyliasis due to Parastrongylus cantonensis
365,Other neglected tropical diseases,A96.9,"Arenaviral hemorrhagic fever, unspecified"
365,Other neglected tropical diseases,B60.0,Babesiosis
365,Other neglected tropical diseases,B71.9,"Cestode infection, unspecified"
365,Other neglected tropical diseases,A92.0,Chikungunya virus disease
365,Other neglected tropical diseases,A93.2,Colorado tick fever
365,Other neglected tropical diseases,A98.0,Crimean-Congo hemorrhagic fever
365,Other neglected tropical diseases,B70.0,Diphyllobothriasis
365,Other neglected tropical diseases,B71.1,Dipylidiasis
365,Other neglected tropical diseases,B67.6,"Echinococcus multilocularis infct, oth and multiple sites"
365,Other neglected tropical diseases,B67.5,Echinococcus multilocularis infection of liver
365,Other neglected tropical diseases,B67.7,"Echinococcus multilocularis infection, unspecified"
365,Other neglected tropical diseases,A77.4,Ehrlichiosis
365,Other neglected tropical diseases,A75.0,Epidemic louse-borne typhus fever d/t Rickettsia prowazekii
365,Other neglected tropical diseases,B83.1,Gnathostomiasis
365,Other neglected tropical diseases,A98.5,Hemorrhagic fever with renal syndrome
365,Other neglected tropical diseases,B71.0,Hymenolepiasis
365,Other neglected tropical diseases,B83.4,Internal hirudiniasis
365,Other neglected tropical diseases,A96.0,Junin hemorrhagic fever
365,Other neglected tropical diseases,A98.2,Kyasanur Forest disease
365,Other neglected tropical diseases,A96.2,Lassa fever
365,Other neglected tropical diseases,A68.0,Louse-borne relapsing fever
365,Other neglected tropical diseases,A69.2,Lyme disease
365,Other neglected tropical diseases,A96.1,Machupo hemorrhagic fever
365,Other neglected tropical diseases,A98.3,Marburg virus disease
365,Other neglected tropical diseases,A92.9,"Mosquito-borne viral fever, unspecified"
365,Other neglected tropical diseases,B60.2,Naegleriasis
365,Other neglected tropical diseases,A98.1,Omsk hemorrhagic fever
365,Other neglected tropical diseases,A92.1,O'nyong-nyong fever
365,Other neglected tropical diseases,A93.0,Oropouche virus disease
365,Other neglected tropical diseases,A96.8,Other arenaviral hemorrhagic fevers
365,Other neglected tropical diseases,A93.8,Other specified arthropod-borne viral fevers
365,Other neglected tropical diseases,B71.8,Other specified cestode infections
365,Other neglected tropical diseases,B83.8,Other specified helminthiases
365,Other neglected tropical diseases,A92.8,Other specified mosquito-borne viral fevers
365,Other neglected tropical diseases,B60.8,Other specified protozoal diseases
365,Other neglected tropical diseases,A79.8,Other specified rickettsioses
365,Other neglected tropical diseases,A69.8,Other specified spirochetal infections
365,Other neglected tropical diseases,A98.8,Other specified viral hemorrhagic fevers
365,Other neglected tropical diseases,A77.8,Other spotted fevers
365,Other neglected tropical diseases,A75.1,Recrudescent typhus [Brill's disease]
365,Other neglected tropical diseases,A68.9,"Relapsing fever, unspecified"
365,Other neglected tropical diseases,A79.1,Rickettsialpox due to Rickettsia akari
365,Other neglected tropical diseases,A79.9,"Rickettsiosis, unspecified"
365,Other neglected tropical diseases,A92.4,Rift Valley fever
365,Other neglected tropical diseases,A93.1,Sandfly fever
365,Other neglected tropical diseases,B70.1,Sparganosis
365,Other neglected tropical diseases,A69.9,"Spirochetal infection, unspecified"
365,Other neglected tropical diseases,A77.3,Spotted fever due to Rickettsia australis
365,Other neglected tropical diseases,A77.1,Spotted fever due to Rickettsia conorii
365,Other neglected tropical diseases,A77.0,Spotted fever due to Rickettsia rickettsii
365,Other neglected tropical diseases,A77.2,Spotted fever due to Rickettsia siberica
365,Other neglected tropical diseases,A77.9,"Spotted fever, unspecified"
365,Other neglected tropical diseases,B83.3,Syngamiasis
365,Other neglected tropical diseases,A68.1,Tick-borne relapsing fever
365,Other neglected tropical diseases,A79.0,Trench fever
365,Other neglected tropical diseases,A75.3,Typhus fever due to Rickettsia tsutsugamushi
365,Other neglected tropical diseases,A75.2,Typhus fever due to Rickettsia typhi
365,Other neglected tropical diseases,A75.9,"Typhus fever, unspecified"
365,Other neglected tropical diseases,A92.2,Venezuelan equine fever
365,Other neglected tropical diseases,B83.0,Visceral larva migrans
365,Other neglected tropical diseases,A92.3,West Nile virus infection
365,Other neglected tropical diseases,B33.0,Epidemic myalgia
365,Other neglected tropical diseases,B33.1,Ross River disease
365,Other neglected tropical diseases,B74.3,Loiasis
365,Other neglected tropical diseases,B74.4,Mansonelliasis
367,Maternal hemorrhage,O62.9,"Abnormality of forces of labor, unspecified"
367,Maternal hemorrhage,O46.9,"Antepartum hemorrhage, unspecified"
367,Maternal hemorrhage,O46.0,Antepartum hemorrhage with coagulation defect
367,Maternal hemorrhage,O72.2,Delayed and secondary postpartum hemorrhage
367,Maternal hemorrhage,O20.9,"Hemorrhage in early pregnancy, unspecified"
367,Maternal hemorrhage,O62.4,"Hypertonic, incoordinate, and prolonged uterine contractions"
367,Maternal hemorrhage,O67.9,"Intrapartum hemorrhage, unspecified"
367,Maternal hemorrhage,O67.0,Intrapartum hemorrhage with coagulation defect
367,Maternal hemorrhage,O43.2,Morbidly adherent placenta
367,Maternal hemorrhage,O62.8,Other abnormalities of forces of labor
367,Maternal hemorrhage,O46.8,Other antepartum hemorrhage
367,Maternal hemorrhage,O20.8,Other hemorrhage in early pregnancy
367,Maternal hemorrhage,O72.1,Other immediate postpartum hemorrhage
367,Maternal hemorrhage,O67.8,Other intrapartum hemorrhage
367,Maternal hemorrhage,O45.8,Other premature separation of placenta
367,Maternal hemorrhage,O62.2,Other uterine inertia
367,Maternal hemorrhage,O44.0,Placenta previa specified as without hemorrhage
367,Maternal hemorrhage,O44.1,Placenta previa with hemorrhage
367,Maternal hemorrhage,O72.3,Postpartum coagulation defects
367,Maternal hemorrhage,O62.3,Precipitate labor
367,Maternal hemorrhage,O45.9,"Premature separation of placenta, unspecified"
367,Maternal hemorrhage,O45.0,Premature separation of placenta with coagulation defect
367,Maternal hemorrhage,O62.0,Primary inadequate contractions
367,Maternal hemorrhage,O62.1,Secondary uterine inertia
367,Maternal hemorrhage,O72.0,Third-stage hemorrhage
367,Maternal hemorrhage,O20.0,Threatened abortion
368,Maternal sepsis and other maternal infections,O91.1,"Abscess of breast assoc w pregnancy, the puerp and lactation"
368,Maternal sepsis and other maternal infections,O91.0,"Infct of nipple assoc w pregnancy, the puerp and lactation"
368,Maternal sepsis and other maternal infections,O86.0,Infection of obstetric surgical wound
368,Maternal sepsis and other maternal infections,O23.1,Infections of bladder in pregnancy
368,Maternal sepsis and other maternal infections,O23.0,Infections of kidney in pregnancy
368,Maternal sepsis and other maternal infections,O23.3,Infections of other parts of urinary tract in pregnancy
368,Maternal sepsis and other maternal infections,O23.5,Infections of the genital tract in pregnancy
368,Maternal sepsis and other maternal infections,O23.2,Infections of urethra in pregnancy
368,Maternal sepsis and other maternal infections,O91.2,"Nonpurulent mastitis assoc w preg, the puerp and lactation"
368,Maternal sepsis and other maternal infections,O86.1,Other infection of genital tract following delivery
368,Maternal sepsis and other maternal infections,O86.8,Other specified puerperal infections
368,Maternal sepsis and other maternal infections,O86.4,Pyrexia of unknown origin following delivery
368,Maternal sepsis and other maternal infections,O23.9,Unspecified genitourinary tract infection in pregnancy
368,Maternal sepsis and other maternal infections,O23.4,Unspecified infection of urinary tract in pregnancy
368,Maternal sepsis and other maternal infections,O86.2,Urinary tract infection following delivery
369,Maternal hypertensive disorders,O15.1,Eclampsia in labor
369,Maternal hypertensive disorders,O15.0,Eclampsia in pregnancy
369,Maternal hypertensive disorders,O15.2,Eclampsia in the puerperium
369,Maternal hypertensive disorders,O15.9,"Eclampsia, unspecified as to time period"
369,Maternal hypertensive disorders,O12.0,Gestational edema
369,Maternal hypertensive disorders,O12.2,Gestational edema with proteinuria
369,Maternal hypertensive disorders,O13.1,"Gestational htn w/o significant proteinuria, first trimester"
369,Maternal hypertensive disorders,O13.3,"Gestational htn w/o significant proteinuria, third trimester"
369,Maternal hypertensive disorders,O13.9,"Gestational htn w/o significant proteinuria, unsp trimester"
369,Maternal hypertensive disorders,O12.1,Gestational proteinuria
369,Maternal hypertensive disorders,O13.2,"Gestatnl htn w/o significant proteinuria, second trimester"
369,Maternal hypertensive disorders,O14.2,HELLP syndrome
369,Maternal hypertensive disorders,O14.0,Mild to moderate pre-eclampsia
369,Maternal hypertensive disorders,O10.3,Pre-exist hyp heart and chr kidney dis compl preg/chldbrth
369,Maternal hypertensive disorders,O10.0,Pre-existing essential hypertension compl preg/chldbrth
369,Maternal hypertensive disorders,O10.2,Pre-existing hyp chronic kidney disease compl preg/chldbrth
369,Maternal hypertensive disorders,O11.9,"Pre-existing hypertension with pre-eclampsia, unsp trimester"
369,Maternal hypertensive disorders,O11.1,"Pre-existing hypertension w pre-eclampsia, first trimester"
369,Maternal hypertensive disorders,O11.2,"Pre-existing hypertension w pre-eclampsia, second trimester"
369,Maternal hypertensive disorders,O11.3,"Pre-existing hypertension w pre-eclampsia, third trimester"
369,Maternal hypertensive disorders,O10.1,Pre-existing hypertensive heart disease compl preg/chldbrth
369,Maternal hypertensive disorders,O10.4,Pre-existing secondary hypertension compl preg/chldbrth
369,Maternal hypertensive disorders,O14.1,Severe pre-eclampsia
369,Maternal hypertensive disorders,O16.1,"Unspecified maternal hypertension, first trimester"
369,Maternal hypertensive disorders,O16.2,"Unspecified maternal hypertension, second trimester"
369,Maternal hypertensive disorders,O16.3,"Unspecified maternal hypertension, third trimester"
369,Maternal hypertensive disorders,O16.9,"Unspecified maternal hypertension, unspecified trimester"
369,Maternal hypertensive disorders,O14.9,Unspecified pre-eclampsia
369,Maternal hypertensive disorders,O10.9,Unsp pre-existing hypertension compl preg/chldbrth
370,Maternal obstructed labor and uterine rupture,O66.5,Attempted application of vacuum extractor and forceps
