cause_id.level3,cause_name,icd10,icd10_name
302,Diarrheal diseases,A048,Other specified bacterial intestinal infections
302,Diarrheal diseases,A088,Other specified intestinal infections
302,Diarrheal diseases,A028,Other specified salmonella infections
302,Diarrheal diseases,A083,Other viral enteritis
302,Diarrheal diseases,A080,Rotaviral enteritis
302,Diarrheal diseases,A020,Salmonella enteritis
302,Diarrheal diseases,A029,"Salmonella infection, unspecified"
302,Diarrheal diseases,A021,Salmonella sepsis
302,Diarrheal diseases,A032,Shigellosis due to Shigella boydii
302,Diarrheal diseases,A030,Shigellosis due to Shigella dysenteriae
302,Diarrheal diseases,A031,Shigellosis due to Shigella flexneri
302,Diarrheal diseases,A033,Shigellosis due to Shigella sonnei
302,Diarrheal diseases,A039,"Shigellosis, unspecified"
302,Diarrheal diseases,A084,"Viral intestinal infection, unspecified"
318,Intestinal infectious diseases,A042,Enteroinvasive Escherichia coli infection
318,Intestinal infectious diseases,A044,Other intestinal Escherichia coli infections
318,Intestinal infectious diseases,A011,Paratyphoid fever A
318,Intestinal infectious diseases,A012,Paratyphoid fever B
318,Intestinal infectious diseases,A013,Paratyphoid fever C
318,Intestinal infectious diseases,A014,"Paratyphoid fever, unspecified"
318,Intestinal infectious diseases,A010,Typhoid fever
318,Intestinal infectious diseases,A070,Balantidiasis
318,Intestinal infectious diseases,A071,Giardiasis [lambliasis]
318,Intestinal infectious diseases,A078,Other specified protozoal intestinal diseases
318,Intestinal infectious diseases,A079,"Protozoal intestinal disease, unspecified"
322,Lower respiratory infections,J211,Acute bronchiolitis due to human metapneumovirus
322,Lower respiratory infections,J218,Acute bronchiolitis due to other specified organisms
322,Lower respiratory infections,J210,Acute bronchiolitis due to respiratory syncytial virus
322,Lower respiratory infections,J219,"Acute bronchiolitis, unspecified"
322,Lower respiratory infections,J203,Acute bronchitis due to coxsackievirus
322,Lower respiratory infections,J207,Acute bronchitis due to echovirus
322,Lower respiratory infections,J201,Acute bronchitis due to Hemophilus influenzae
322,Lower respiratory infections,J200,Acute bronchitis due to Mycoplasma pneumoniae
322,Lower respiratory infections,J208,Acute bronchitis due to other specified organisms
322,Lower respiratory infections,J204,Acute bronchitis due to parainfluenza virus
322,Lower respiratory infections,J205,Acute bronchitis due to respiratory syncytial virus
322,Lower respiratory infections,J206,Acute bronchitis due to rhinovirus
322,Lower respiratory infections,J202,Acute bronchitis due to streptococcus
322,Lower respiratory infections,J209,"Acute bronchitis, unspecified"
322,Lower respiratory infections,J120,Adenoviral pneumonia
322,Lower respiratory infections,J160,Chlamydial pneumonia
322,Lower respiratory infections,P231,Congenital pneumonia due to Chlamydia
322,Lower respiratory infections,P234,Congenital pneumonia due to Escherichia coli
322,Lower respiratory infections,P232,Congenital pneumonia due to staphylococcus
322,Lower respiratory infections,P233,"Congenital pneumonia due to streptococcus, group B"
322,Lower respiratory infections,P230,Congenital pneumonia due to viral agent
322,Lower respiratory infections,J101,Flu due to oth ident influenza virus w oth resp manifest
322,Lower respiratory infections,J111,Flu due to unidentified influenza virus w oth resp manifest
322,Lower respiratory infections,J123,Human metapneumovirus pneumonia
322,Lower respiratory infections,J100,Influenza due to oth identified influenza virus w pneumonia
322,Lower respiratory infections,J102,Influenza due to oth ident influenza virus w GI manifest
322,Lower respiratory infections,J108,Influenza due to oth ident influenza virus w oth manifest
322,Lower respiratory infections,J112,Influenza due to unidentified influenza virus w GI manifest
322,Lower respiratory infections,J110,Influenza due to unidentified influenza virus with pneumonia
322,Lower respiratory infections,J118,Influenza due to unidentified influenza virus w oth manifest
322,Lower respiratory infections,A481,Legionnaires' disease
322,Lower respiratory infections,J128,Other viral pneumonia
322,Lower respiratory infections,J122,Parainfluenza virus pneumonia
322,Lower respiratory infections,B976,Parvovirus as the cause of diseases classified elsewhere
322,Lower respiratory infections,J155,Pneumonia due to Escherichia coli
322,Lower respiratory infections,J150,Pneumonia due to Klebsiella pneumoniae
322,Lower respiratory infections,J157,Pneumonia due to Mycoplasma pneumoniae
322,Lower respiratory infections,J156,Pneumonia due to other aerobic Gram-negative bacteria
322,Lower respiratory infections,J158,Pneumonia due to other specified bacteria
322,Lower respiratory infections,J168,Pneumonia due to other specified infectious organisms
322,Lower respiratory infections,J154,Pneumonia due to other streptococci
322,Lower respiratory infections,J151,Pneumonia due to Pseudomonas
322,Lower respiratory infections,J152,Pneumonia due to staphylococcus
322,Lower respiratory infections,J153,"Pneumonia due to streptococcus, group B"
322,Lower respiratory infections,B975,Reovirus as the cause of diseases classified elsewhere
322,Lower respiratory infections,B974,Respiratory syncytial virus causing diseases classd elswhr
322,Lower respiratory infections,J121,Respiratory syncytial virus pneumonia
322,Lower respiratory infections,J129,"Viral pneumonia, unspecified"
328,Upper respiratory infections,J012,Acute ethmoidal sinusitis
328,Upper respiratory infections,J011,Acute frontal sinusitis
328,Upper respiratory infections,J040,Acute laryngitis
328,Upper respiratory infections,J010,Acute maxillary sinusitis
328,Upper respiratory infections,J050,Acute obstructive laryngitis [croup]
328,Upper respiratory infections,J014,Acute pansinusitis
328,Upper respiratory infections,J019,"Acute sinusitis, unspecified"
328,Upper respiratory infections,J013,Acute sphenoidal sinusitis
328,Upper respiratory infections,J018,Other acute sinusitis
332,Meningitis,A392,Acute meningococcemia
332,Meningitis,A871,Adenoviral meningitis
332,Meningitis,G032,Benign recurrent meningitis [Mollaret]
332,Meningitis,G031,Chronic meningitis
332,Meningitis,A393,Chronic meningococcemia
332,Meningitis,A870,Enteroviral meningitis
332,Meningitis,G000,Hemophilus meningitis
332,Meningitis,A872,Lymphocytic choriomeningitis
332,Meningitis,G038,Meningitis due to other specified causes
332,Meningitis,A395,Meningococcal heart disease
332,Meningitis,A399,"Meningococcal infection, unspecified"
332,Meningitis,A390,Meningococcal meningitis
332,Meningitis,A394,"Meningococcemia, unspecified"
332,Meningitis,G030,Nonpyogenic meningitis
332,Meningitis,G008,Other bacterial meningitis
332,Meningitis,A398,Other meningococcal infections
332,Meningitis,A878,Other viral meningitis
332,Meningitis,G001,Pneumococcal meningitis
332,Meningitis,G003,Staphylococcal meningitis
332,Meningitis,G002,Streptococcal meningitis
332,Meningitis,A879,"Viral meningitis, unspecified"
332,Meningitis,A391,Waterhouse-Friderichsen syndrome
337,Encephalitis,G040,Acute disseminated encephalitis and encephalomyelitis (ADEM)
337,Encephalitis,G043,Acute necrotizing hemorrhagic encephalopathy
337,Encephalitis,A851,Adenoviral encephalitis
337,Encephalitis,A852,"Arthropod-borne viral encephalitis, unspecified"
337,Encephalitis,A834,Australian encephalitis
337,Encephalitis,G042,"Bacterial meningoencephalitis and meningomyelitis, NEC"
337,Encephalitis,A835,California encephalitis
337,Encephalitis,A841,Central European tick-borne encephalitis
337,Encephalitis,A832,Eastern equine encephalitis
337,Encephalitis,G053,Encephalitis and encephalomyelitis in diseases classd elswhr
337,Encephalitis,G049,"Encephalitis, myelitis and encephalomyelitis, unspecified"
337,Encephalitis,A850,Enteroviral encephalitis
337,Encephalitis,A840,Far Eastern tick-borne encephalitis
337,Encephalitis,A830,Japanese encephalitis
337,Encephalitis,A839,"Mosquito-borne viral encephalitis, unspecified"
337,Encephalitis,G054,Myelitis in diseases classified elsewhere
337,Encephalitis,G048,"Other encephalitis, myelitis and encephalomyelitis"
337,Encephalitis,A838,Other mosquito-borne viral encephalitis
337,Encephalitis,A858,Other specified viral encephalitis
337,Encephalitis,A848,Other tick-borne viral encephalitis
337,Encephalitis,A836,Rocio virus disease
337,Encephalitis,B941,Sequelae of viral encephalitis
337,Encephalitis,A833,St Louis encephalitis
337,Encephalitis,A849,"Tick-borne viral encephalitis, unspecified"
337,Encephalitis,G041,Tropical spastic paraplegia
337,Encephalitis,A831,Western equine encephalitis
338,Diphtheria,A363,Cutaneous diphtheria
338,Diphtheria,A369,"Diphtheria, unspecified"
338,Diphtheria,A362,Laryngeal diphtheria
338,Diphtheria,A361,Nasopharyngeal diphtheria
338,Diphtheria,A368,Other diphtheria
338,Diphtheria,A360,Pharyngeal diphtheria
339,Whooping cough,A371,Whooping cough due to Bordetella parapertussis
339,Whooping cough,A370,Whooping cough due to Bordetella pertussis
339,Whooping cough,A378,Whooping cough due to other Bordetella species
339,Whooping cough,A379,"Whooping cough, unspecified species"
341,Measles,B050,Measles complicated by encephalitis
341,Measles,B051,Measles complicated by meningitis
341,Measles,B053,Measles complicated by otitis media
341,Measles,B052,Measles complicated by pneumonia
341,Measles,B054,Measles with intestinal complications
341,Measles,B058,Measles with other complications
341,Measles,B059,Measles without complication
342,Varicella and herpes zoster,B027,Disseminated zoster
342,Varicella and herpes zoster,P358,Other congenital viral diseases
342,Varicella and herpes zoster,B011,"Varicella encephalitis, myelitis and encephalomyelitis"
342,Varicella and herpes zoster,B010,Varicella meningitis
342,Varicella and herpes zoster,B012,Varicella pneumonia
342,Varicella and herpes zoster,B018,Varicella with other complications
342,Varicella and herpes zoster,B019,Varicella without complication
342,Varicella and herpes zoster,B020,Zoster encephalitis
342,Varicella and herpes zoster,B021,Zoster meningitis
342,Varicella and herpes zoster,B023,Zoster ocular disease
342,Varicella and herpes zoster,B028,Zoster with other complications
342,Varicella and herpes zoster,B022,Zoster with other nervous system involvement
342,Varicella and herpes zoster,B029,Zoster without complications
345,Malaria,B531,Malaria due to simian plasmodia
345,Malaria,B538,"Other malaria, not elsewhere classified"
345,Malaria,B508,Other severe and complicated Plasmodium falciparum malaria
345,Malaria,B509,"Plasmodium falciparum malaria, unspecified"
345,Malaria,B500,Plasmodium falciparum malaria with cerebral complications
345,Malaria,B520,Plasmodium malariae malaria with nephropathy
345,Malaria,B528,Plasmodium malariae malaria with other complications
345,Malaria,B529,Plasmodium malariae malaria without complication
345,Malaria,B530,Plasmodium ovale malaria
345,Malaria,B518,Plasmodium vivax malaria with other complications
345,Malaria,B519,Plasmodium vivax malaria without complication
345,Malaria,B510,Plasmodium vivax malaria with rupture of spleen
346,Chagas disease,B570,Acute Chagas' disease with heart involvement
346,Chagas disease,B571,Acute Chagas' disease without heart involvement
346,Chagas disease,B573,Chagas' disease (chronic) with digestive system involvement
346,Chagas disease,B572,Chagas' disease (chronic) with heart involvement
346,Chagas disease,B574,Chagas' disease (chronic) with nervous system involvement
346,Chagas disease,B575,Chagas' disease (chronic) with other organ involvement
347,Leishmaniasis,B550,Visceral leishmaniasis
350,African trypanosomiasis,B569,"African trypanosomiasis, unspecified"
350,African trypanosomiasis,B560,Gambiense trypanosomiasis
350,African trypanosomiasis,B561,Rhodesiense trypanosomiasis
351,Schistosomiasis,B653,Cercarial dermatitis
351,Schistosomiasis,B658,Other schistosomiasis
351,Schistosomiasis,B650,Schistosomiasis due to Schistosoma haematobium
351,Schistosomiasis,B652,Schistosomiasis due to Schistosoma japonicum
351,Schistosomiasis,B651,Schistosomiasis due to Schistosoma mansoni
351,Schistosomiasis,B659,"Schistosomiasis, unspecified"
352,Cysticercosis,B690,Cysticercosis of central nervous system
352,Cysticercosis,B691,Cysticercosis of eye
352,Cysticercosis,B698,Cysticercosis of other sites
352,Cysticercosis,B699,"Cysticercosis, unspecified"
353,Cystic echinococcosis,B679,"Echinococcosis, other and unspecified"
353,Cystic echinococcosis,B678,"Echinococcosis, unspecified, of liver"
353,Cystic echinococcosis,B672,Echinococcus granulosus infection of bone
353,Cystic echinococcosis,B670,Echinococcus granulosus infection of liver
353,Cystic echinococcosis,B671,Echinococcus granulosus infection of lung
353,Cystic echinococcosis,B673,"Echinococcus granulosus infection, other and multiple sites"
353,Cystic echinococcosis,B674,"Echinococcus granulosus infection, unspecified"
354,Lymphatic filariasis,B741,Filariasis due to Brugia malayi
354,Lymphatic filariasis,B742,Filariasis due to Brugia timori
354,Lymphatic filariasis,B740,Filariasis due to Wuchereria bancrofti
354,Lymphatic filariasis,B748,Other filariases
354,Lymphatic filariasis,B749,"Filariasis, unspecified"
355,Onchocerciasis,B730,Onchocerciasis with eye disease
355,Onchocerciasis,B731,Onchocerciasis without eye disease
356,Trachoma,A711,Active stage of trachoma
356,Trachoma,A710,Initial stage of trachoma
356,Trachoma,A719,"Trachoma, unspecified"
358,Yellow fever,A950,Sylvatic yellow fever
358,Yellow fever,A951,Urban yellow fever
358,Yellow fever,A959,"Yellow fever, unspecified"
359,Rabies,A829,"Rabies, unspecified"
359,Rabies,A820,Sylvatic rabies
359,Rabies,A821,Urban rabies
360,Intestinal nematode infections,B779,"Ascariasis, unspecified"
360,Intestinal nematode infections,B770,Ascariasis with intestinal complications
360,Intestinal nematode infections,B778,Ascariasis with other complications
364,Food-borne trematodiases,B661,Clonorchiasis
364,Food-borne trematodiases,B662,Dicroceliasis
364,Food-borne trematodiases,B663,Fascioliasis
364,Food-borne trematodiases,B665,Fasciolopsiasis
364,Food-borne trematodiases,B669,"Fluke infection, unspecified"
364,Food-borne trematodiases,B660,Opisthorchiasis
364,Food-borne trematodiases,B668,Other specified fluke infections
364,Food-borne trematodiases,B664,Paragonimiasis
365,Other neglected tropical diseases,B601,Acanthamebiasis
365,Other neglected tropical diseases,B832,Angiostrongyliasis due to Parastrongylus cantonensis
365,Other neglected tropical diseases,A969,"Arenaviral hemorrhagic fever, unspecified"
365,Other neglected tropical diseases,B600,Babesiosis
365,Other neglected tropical diseases,B719,"Cestode infection, unspecified"
365,Other neglected tropical diseases,A920,Chikungunya virus disease
365,Other neglected tropical diseases,A932,Colorado tick fever
365,Other neglected tropical diseases,A980,Crimean-Congo hemorrhagic fever
365,Other neglected tropical diseases,B700,Diphyllobothriasis
365,Other neglected tropical diseases,B711,Dipylidiasis
365,Other neglected tropical diseases,B676,"Echinococcus multilocularis infct, oth and multiple sites"
365,Other neglected tropical diseases,B675,Echinococcus multilocularis infection of liver
365,Other neglected tropical diseases,B677,"Echinococcus multilocularis infection, unspecified"
365,Other neglected tropical diseases,A774,Ehrlichiosis
365,Other neglected tropical diseases,A750,Epidemic louse-borne typhus fever d/t Rickettsia prowazekii
365,Other neglected tropical diseases,B831,Gnathostomiasis
365,Other neglected tropical diseases,A985,Hemorrhagic fever with renal syndrome
365,Other neglected tropical diseases,B710,Hymenolepiasis
365,Other neglected tropical diseases,B834,Internal hirudiniasis
365,Other neglected tropical diseases,A960,Junin hemorrhagic fever
365,Other neglected tropical diseases,A982,Kyasanur Forest disease
365,Other neglected tropical diseases,A962,Lassa fever
365,Other neglected tropical diseases,A680,Louse-borne relapsing fever
365,Other neglected tropical diseases,A692,Lyme disease
365,Other neglected tropical diseases,A961,Machupo hemorrhagic fever
365,Other neglected tropical diseases,A983,Marburg virus disease
365,Other neglected tropical diseases,A929,"Mosquito-borne viral fever, unspecified"
365,Other neglected tropical diseases,B602,Naegleriasis
365,Other neglected tropical diseases,A981,Omsk hemorrhagic fever
365,Other neglected tropical diseases,A921,O'nyong-nyong fever
365,Other neglected tropical diseases,A930,Oropouche virus disease
365,Other neglected tropical diseases,A968,Other arenaviral hemorrhagic fevers
365,Other neglected tropical diseases,A938,Other specified arthropod-borne viral fevers
365,Other neglected tropical diseases,B718,Other specified cestode infections
365,Other neglected tropical diseases,B838,Other specified helminthiases
365,Other neglected tropical diseases,A928,Other specified mosquito-borne viral fevers
365,Other neglected tropical diseases,B608,Other specified protozoal diseases
365,Other neglected tropical diseases,A798,Other specified rickettsioses
365,Other neglected tropical diseases,A698,Other specified spirochetal infections
365,Other neglected tropical diseases,A988,Other specified viral hemorrhagic fevers
365,Other neglected tropical diseases,A778,Other spotted fevers
365,Other neglected tropical diseases,A751,Recrudescent typhus [Brill's disease]
365,Other neglected tropical diseases,A689,"Relapsing fever, unspecified"
365,Other neglected tropical diseases,A791,Rickettsialpox due to Rickettsia akari
365,Other neglected tropical diseases,A799,"Rickettsiosis, unspecified"
365,Other neglected tropical diseases,A924,Rift Valley fever
365,Other neglected tropical diseases,A931,Sandfly fever
365,Other neglected tropical diseases,B701,Sparganosis
365,Other neglected tropical diseases,A699,"Spirochetal infection, unspecified"
365,Other neglected tropical diseases,A773,Spotted fever due to Rickettsia australis
365,Other neglected tropical diseases,A771,Spotted fever due to Rickettsia conorii
365,Other neglected tropical diseases,A770,Spotted fever due to Rickettsia rickettsii
365,Other neglected tropical diseases,A772,Spotted fever due to Rickettsia siberica
365,Other neglected tropical diseases,A779,"Spotted fever, unspecified"
365,Other neglected tropical diseases,B833,Syngamiasis
365,Other neglected tropical diseases,A681,Tick-borne relapsing fever
365,Other neglected tropical diseases,A790,Trench fever
365,Other neglected tropical diseases,A753,Typhus fever due to Rickettsia tsutsugamushi
365,Other neglected tropical diseases,A752,Typhus fever due to Rickettsia typhi
365,Other neglected tropical diseases,A759,"Typhus fever, unspecified"
365,Other neglected tropical diseases,A922,Venezuelan equine fever
365,Other neglected tropical diseases,B830,Visceral larva migrans
365,Other neglected tropical diseases,A923,West Nile virus infection
365,Other neglected tropical diseases,B330,Epidemic myalgia
365,Other neglected tropical diseases,B331,Ross River disease
365,Other neglected tropical diseases,B743,Loiasis
365,Other neglected tropical diseases,B744,Mansonelliasis
367,Maternal hemorrhage,O629,"Abnormality of forces of labor, unspecified"
367,Maternal hemorrhage,O469,"Antepartum hemorrhage, unspecified"
367,Maternal hemorrhage,O460,Antepartum hemorrhage with coagulation defect
367,Maternal hemorrhage,O722,Delayed and secondary postpartum hemorrhage
367,Maternal hemorrhage,O209,"Hemorrhage in early pregnancy, unspecified"
367,Maternal hemorrhage,O624,"Hypertonic, incoordinate, and prolonged uterine contractions"
367,Maternal hemorrhage,O679,"Intrapartum hemorrhage, unspecified"
367,Maternal hemorrhage,O670,Intrapartum hemorrhage with coagulation defect
367,Maternal hemorrhage,O432,Morbidly adherent placenta
367,Maternal hemorrhage,O628,Other abnormalities of forces of labor
367,Maternal hemorrhage,O468,Other antepartum hemorrhage
367,Maternal hemorrhage,O208,Other hemorrhage in early pregnancy
367,Maternal hemorrhage,O721,Other immediate postpartum hemorrhage
367,Maternal hemorrhage,O678,Other intrapartum hemorrhage
367,Maternal hemorrhage,O458,Other premature separation of placenta
367,Maternal hemorrhage,O622,Other uterine inertia
367,Maternal hemorrhage,O440,Placenta previa specified as without hemorrhage
367,Maternal hemorrhage,O441,Placenta previa with hemorrhage
367,Maternal hemorrhage,O723,Postpartum coagulation defects
367,Maternal hemorrhage,O623,Precipitate labor
367,Maternal hemorrhage,O459,"Premature separation of placenta, unspecified"
367,Maternal hemorrhage,O450,Premature separation of placenta with coagulation defect
367,Maternal hemorrhage,O620,Primary inadequate contractions
367,Maternal hemorrhage,O621,Secondary uterine inertia
367,Maternal hemorrhage,O720,Third-stage hemorrhage
367,Maternal hemorrhage,O200,Threatened abortion
368,Maternal sepsis and other maternal infections,O911,"Abscess of breast assoc w pregnancy, the puerp and lactation"
368,Maternal sepsis and other maternal infections,O910,"Infct of nipple assoc w pregnancy, the puerp and lactation"
368,Maternal sepsis and other maternal infections,O860,Infection of obstetric surgical wound
368,Maternal sepsis and other maternal infections,O231,Infections of bladder in pregnancy
368,Maternal sepsis and other maternal infections,O230,Infections of kidney in pregnancy
368,Maternal sepsis and other maternal infections,O233,Infections of other parts of urinary tract in pregnancy
368,Maternal sepsis and other maternal infections,O235,Infections of the genital tract in pregnancy
368,Maternal sepsis and other maternal infections,O232,Infections of urethra in pregnancy
368,Maternal sepsis and other maternal infections,O912,"Nonpurulent mastitis assoc w preg, the puerp and lactation"
368,Maternal sepsis and other maternal infections,O861,Other infection of genital tract following delivery
368,Maternal sepsis and other maternal infections,O868,Other specified puerperal infections
368,Maternal sepsis and other maternal infections,O864,Pyrexia of unknown origin following delivery
368,Maternal sepsis and other maternal infections,O239,Unspecified genitourinary tract infection in pregnancy
368,Maternal sepsis and other maternal infections,O234,Unspecified infection of urinary tract in pregnancy
368,Maternal sepsis and other maternal infections,O862,Urinary tract infection following delivery
369,Maternal hypertensive disorders,O151,Eclampsia in labor
369,Maternal hypertensive disorders,O150,Eclampsia in pregnancy
369,Maternal hypertensive disorders,O152,Eclampsia in the puerperium
369,Maternal hypertensive disorders,O159,"Eclampsia, unspecified as to time period"
369,Maternal hypertensive disorders,O120,Gestational edema
369,Maternal hypertensive disorders,O122,Gestational edema with proteinuria
369,Maternal hypertensive disorders,O131,"Gestational htn w/o significant proteinuria, first trimester"
369,Maternal hypertensive disorders,O133,"Gestational htn w/o significant proteinuria, third trimester"
369,Maternal hypertensive disorders,O139,"Gestational htn w/o significant proteinuria, unsp trimester"
369,Maternal hypertensive disorders,O121,Gestational proteinuria
369,Maternal hypertensive disorders,O132,"Gestatnl htn w/o significant proteinuria, second trimester"
369,Maternal hypertensive disorders,O142,HELLP syndrome
369,Maternal hypertensive disorders,O140,Mild to moderate pre-eclampsia
369,Maternal hypertensive disorders,O103,Pre-exist hyp heart and chr kidney dis compl preg/chldbrth
369,Maternal hypertensive disorders,O100,Pre-existing essential hypertension compl preg/chldbrth
369,Maternal hypertensive disorders,O102,Pre-existing hyp chronic kidney disease compl preg/chldbrth
369,Maternal hypertensive disorders,O119,"Pre-existing hypertension with pre-eclampsia, unsp trimester"
369,Maternal hypertensive disorders,O111,"Pre-existing hypertension w pre-eclampsia, first trimester"
369,Maternal hypertensive disorders,O112,"Pre-existing hypertension w pre-eclampsia, second trimester"
369,Maternal hypertensive disorders,O113,"Pre-existing hypertension w pre-eclampsia, third trimester"
369,Maternal hypertensive disorders,O101,Pre-existing hypertensive heart disease compl preg/chldbrth
369,Maternal hypertensive disorders,O104,Pre-existing secondary hypertension compl preg/chldbrth
369,Maternal hypertensive disorders,O141,Severe pre-eclampsia
369,Maternal hypertensive disorders,O161,"Unspecified maternal hypertension, first trimester"
369,Maternal hypertensive disorders,O162,"Unspecified maternal hypertension, second trimester"
369,Maternal hypertensive disorders,O163,"Unspecified maternal hypertension, third trimester"
369,Maternal hypertensive disorders,O169,"Unspecified maternal hypertension, unspecified trimester"
369,Maternal hypertensive disorders,O149,Unspecified pre-eclampsia
369,Maternal hypertensive disorders,O109,Unsp pre-existing hypertension compl preg/chldbrth
370,Maternal obstructed labor and uterine rupture,O665,Attempted application of vacuum extractor and forceps
370,Maternal obstructed labor and uterine rupture,O664,Failed trial of labor
370,Maternal obstructed labor and uterine rupture,O321,Maternal care for breech presentation
370,Maternal obstructed labor and uterine rupture,O326,Maternal care for compound presentation
370,Maternal obstructed labor and uterine rupture,O336,Maternal care for disproportion due to hydrocephalic fetus
370,Maternal obstructed labor and uterine rupture,O337,Maternal care for disproportion due to oth fetal deformities
370,Maternal obstructed labor and uterine rupture,O335,Maternal care for disproportion due to unusually large fetus
370,Maternal obstructed labor and uterine rupture,O338,Maternal care for disproportion of other origin
370,Maternal obstructed labor and uterine rupture,O339,"Maternal care for disproportion, unspecified"
370,Maternal obstructed labor and uterine rupture,O332,Maternal care for disproprtn due to inlet contrctn of pelvis
370,Maternal obstructed labor and uterine rupture,O323,"Maternal care for face, brow and chin presentation"
370,Maternal obstructed labor and uterine rupture,O324,Maternal care for high head at term
370,Maternal obstructed labor and uterine rupture,O329,"Maternal care for malpresentation of fetus, unspecified"
370,Maternal obstructed labor and uterine rupture,O328,Maternal care for other malpresentation of fetus
370,Maternal obstructed labor and uterine rupture,O322,Maternal care for transverse and oblique lie
370,Maternal obstructed labor and uterine rupture,O320,Maternal care for unstable lie
370,Maternal obstructed labor and uterine rupture,O330,Matern care for disproprtn d/t deformity of matern pelv bone
370,Maternal obstructed labor and uterine rupture,O331,Matern care for disproprtn d/t generally contracted pelvis
370,Maternal obstructed labor and uterine rupture,O333,Matern care for disproprtn due to outlet contrctn of pelvis
370,Maternal obstructed labor and uterine rupture,O334,Matern care for disproprtn of mixed matern and fetal origin
370,Maternal obstructed labor and uterine rupture,O716,Obstetric damage to pelvic joints and ligaments
370,Maternal obstructed labor and uterine rupture,O717,Obstetric hematoma of pelvis
